backend,params_name,query,query_id,rank,item_id,relevant
elasticsearch,popularity_boost,post-apocalyptic TV shows,q0022_35af4faf,3,272418,0
elasticsearch,popularity_boost,post-apocalyptic TV shows,q0022_35af4faf,4,71912,0
elasticsearch,popularity_boost,post-apocalyptic TV shows,q0022_35af4faf,5,66732,0
elasticsearch,popularity_boost,post-apocalyptic TV shows,q0022_35af4faf,6,252000,0
elasticsearch,popularity_boost,post-apocalyptic TV shows,q0022_35af4faf,7,94954,0
elasticsearch,popularity_boost,post-apocalyptic TV shows,q0022_35af4faf,8,1668,0
elasticsearch,popularity_boost,post-apocalyptic TV shows,q0022_35af4faf,9,1396,0
elasticsearch,popularity_boost,post-apocalyptic TV shows,q0022_35af4faf,10,226637,0
elasticsearch,popularity_boost,psychological horror movies that get in your head,q0023_590787d1,1,1197137,0
elasticsearch,popularity_boost,psychological horror movies that get in your head,q0023_590787d1,2,1062722,0
elasticsearch,popularity_boost,psychological horror movies that get in your head,q0023_590787d1,3,756999,0
elasticsearch,popularity_boost,psychological horror movies that get in your head,q0023_590787d1,4,604079,0
elasticsearch,popularity_boost,psychological horror movies that get in your head,q0023_590787d1,5,1078605,0
elasticsearch,popularity_boost,psychological horror movies that get in your head,q0023_590787d1,6,1010756,0
elasticsearch,popularity_boost,psychological horror movies that get in your head,q0023_590787d1,7,1422096,0
elasticsearch,popularity_boost,psychological horror movies that get in your head,q0023_590787d1,8,1246049,0
elasticsearch,popularity_boost,psychological horror movies that get in your head,q0023_590787d1,9,986097,0
elasticsearch,popularity_boost,psychological horror movies that get in your head,q0023_590787d1,10,1233413,0
elasticsearch,popularity_boost,psychological thrillers about money and greed,q0024_26b1fc13,1,106646,1
elasticsearch,popularity_boost,psychological thrillers about money and greed,q0024_26b1fc13,2,3112,0
elasticsearch,popularity_boost,psychological thrillers about money and greed,q0024_26b1fc13,3,78191,0
elasticsearch,popularity_boost,psychological thrillers about money and greed,q0024_26b1fc13,4,7345,0
elasticsearch,popularity_boost,psychological thrillers about money and greed,q0024_26b1fc13,5,302946,0
elasticsearch,popularity_boost,psychological thrillers about money and greed,q0024_26b1fc13,6,75656,0
elasticsearch,popularity_boost,psychological thrillers about money and greed,q0024_26b1fc13,7,67744,0
elasticsearch,popularity_boost,psychological thrillers about money and greed,q0024_26b1fc13,8,524,0
elasticsearch,popularity_boost,psychological thrillers about money and greed,q0024_26b1fc13,9,275,0
elasticsearch,popularity_boost,psychological thrillers about money and greed,q0024_26b1fc13,10,949855,0
elasticsearch,popularity_boost,rom-com movies from the 2000s,q0025_0bb88c9e,1,701387,0
elasticsearch,popularity_boost,rom-com movies from the 2000s,q0025_0bb88c9e,2,1218925,0
elasticsearch,popularity_boost,rom-com movies from the 2000s,q0025_0bb88c9e,3,436969,0
elasticsearch,popularity_boost,rom-com movies from the 2000s,q0025_0bb88c9e,4,106646,0
elasticsearch,popularity_boost,rom-com movies from the 2000s,q0025_0bb88c9e,5,803796,0
elasticsearch,popularity_boost,rom-com movies from the 2000s,q0025_0bb88c9e,6,1327862,0
elasticsearch,popularity_boost,rom-com movies from the 2000s,q0025_0bb88c9e,7,997113,0
elasticsearch,popularity_boost,rom-com movies from the 2000s,q0025_0bb88c9e,8,1245993,0
elasticsearch,popularity_boost,rom-com movies from the 2000s,q0025_0bb88c9e,9,402431,0
elasticsearch,popularity_boost,rom-com movies from the 2000s,q0025_0bb88c9e,10,105,0
elasticsearch,popularity_boost,spy thriller movies with espionage,q0026_eadd8394,1,1197137,0
elasticsearch,popularity_boost,spy thriller movies with espionage,q0026_eadd8394,2,7451,0
elasticsearch,popularity_boost,spy thriller movies with espionage,q0026_eadd8394,3,1290159,0
elasticsearch,popularity_boost,spy thriller movies with espionage,q0026_eadd8394,4,1522923,0
elasticsearch,popularity_boost,spy thriller movies with espionage,q0026_eadd8394,5,604079,0
elasticsearch,popularity_boost,spy thriller movies with espionage,q0026_eadd8394,6,1272166,0
elasticsearch,popularity_boost,spy thriller movies with espionage,q0026_eadd8394,7,1311031,0
elasticsearch,popularity_boost,spy thriller movies with espionage,q0026_eadd8394,8,1054867,0
elasticsearch,popularity_boost,spy thriller movies with espionage,q0026_eadd8394,9,206647,0
elasticsearch,popularity_boost,spy thriller movies with espionage,q0026_eadd8394,10,954,0
elasticsearch,popularity_boost,time-travel thriller movies,q0027_4c715716,1,1197137,0
elasticsearch,popularity_boost,time-travel thriller movies,q0027_4c715716,2,7451,0
elasticsearch,popularity_boost,time-travel thriller movies,q0027_4c715716,3,756999,0
elasticsearch,popularity_boost,time-travel thriller movies,q0027_4c715716,4,1290159,0
elasticsearch,popularity_boost,time-travel thriller movies,q0027_4c715716,5,1522923,0
elasticsearch,popularity_boost,time-travel thriller movies,q0027_4c715716,6,604079,0
elasticsearch,popularity_boost,time-travel thriller movies,q0027_4c715716,7,1272166,0
elasticsearch,popularity_boost,time-travel thriller movies,q0027_4c715716,8,1311031,0
elasticsearch,popularity_boost,time-travel thriller movies,q0027_4c715716,9,1054867,0
elasticsearch,popularity_boost,time-travel thriller movies,q0027_4c715716,10,36557,0
elasticsearch,popularity_boost,top-tier animated movies,q0028_16834a53,1,129,1
elasticsearch,popularity_boost,top-tier animated movies,q0028_16834a53,2,372058,0
elasticsearch,popularity_boost,top-tier animated movies,q0028_16834a53,3,12477,0
elasticsearch,popularity_boost,top-tier animated movies,q0028_16834a53,4,324857,0
elasticsearch,popularity_boost,top-tier animated movies,q0028_16834a53,5,4935,0
elasticsearch,popularity_boost,top-tier animated movies,q0028_16834a53,6,378064,0
elasticsearch,popularity_boost,top-tier animated movies,q0028_16834a53,7,620249,0
elasticsearch,popularity_boost,top-tier animated movies,q0028_16834a53,8,128,0
elasticsearch,popularity_boost,top-tier animated movies,q0028_16834a53,9,1184918,0
elasticsearch,popularity_boost,top-tier animated movies,q0028_16834a53,10,820067,0
elasticsearch,popularity_boost,zombie apocalypse movies and shows,q0029_f712570f,1,1197137,0
elasticsearch,popularity_boost,zombie apocalypse movies and shows,q0029_f712570f,2,1242898,0
elasticsearch,popularity_boost,zombie apocalypse movies and shows,q0029_f712570f,3,1571470,0
elasticsearch,popularity_boost,zombie apocalypse movies and shows,q0029_f712570f,4,258742,0
elasticsearch,popularity_boost,zombie apocalypse movies and shows,q0029_f712570f,5,200875,0
elasticsearch,popularity_boost,zombie apocalypse movies and shows,q0029_f712570f,6,7451,0
elasticsearch,popularity_boost,zombie apocalypse movies and shows,q0029_f712570f,7,272418,0
elasticsearch,popularity_boost,zombie apocalypse movies and shows,q0029_f712570f,8,760329,0
elasticsearch,popularity_boost,zombie apocalypse movies and shows,q0029_f712570f,9,71912,0
elasticsearch,popularity_boost,zombie apocalypse movies and shows,q0029_f712570f,10,617126,0
elasticsearch,classic_top_rated,anime sci-fi movies,q0000_b72dbdd2,1,129,0
elasticsearch,classic_top_rated,anime sci-fi movies,q0000_b72dbdd2,2,372058,1
elasticsearch,classic_top_rated,anime sci-fi movies,q0000_b72dbdd2,3,157336,0
elasticsearch,classic_top_rated,anime sci-fi movies,q0000_b72dbdd2,4,12477,0
elasticsearch,classic_top_rated,anime sci-fi movies,q0000_b72dbdd2,5,324857,0
elasticsearch,classic_top_rated,anime sci-fi movies,q0000_b72dbdd2,6,4935,0
elasticsearch,classic_top_rated,anime sci-fi movies,q0000_b72dbdd2,7,1891,0
elasticsearch,classic_top_rated,anime sci-fi movies,q0000_b72dbdd2,8,378064,0
elasticsearch,classic_top_rated,anime sci-fi movies,q0000_b72dbdd2,9,27205,0
elasticsearch,classic_top_rated,anime sci-fi movies,q0000_b72dbdd2,10,620249,0
elasticsearch,classic_top_rated,best heist movies,q0001_848513af,1,278,0
elasticsearch,classic_top_rated,best heist movies,q0001_848513af,2,238,0
elasticsearch,classic_top_rated,best heist movies,q0001_848513af,3,240,0
elasticsearch,classic_top_rated,best heist movies,q0001_848513af,4,155,0
elasticsearch,classic_top_rated,best heist movies,q0001_848513af,5,497,0
elasticsearch,classic_top_rated,best heist movies,q0001_848513af,6,680,0
elasticsearch,classic_top_rated,best heist movies,q0001_848513af,7,769,0
elasticsearch,classic_top_rated,best heist movies,q0001_848513af,8,598,0
elasticsearch,classic_top_rated,best heist movies,q0001_848513af,9,311,0
elasticsearch,classic_top_rated,best heist movies,q0001_848513af,10,807,0
elasticsearch,classic_top_rated,best science fiction movies of all time,q0002_e2f4dcd6,1,157336,1
elasticsearch,classic_top_rated,best science fiction movies of all time,q0002_e2f4dcd6,2,324857,0
elasticsearch,classic_top_rated,best science fiction movies of all time,q0002_e2f4dcd6,3,1891,0
elasticsearch,classic_top_rated,best science fiction movies of all time,q0002_e2f4dcd6,4,27205,0
elasticsearch,classic_top_rated,best science fiction movies of all time,q0002_e2f4dcd6,5,105,0
elasticsearch,classic_top_rated,best science fiction movies of all time,q0002_e2f4dcd6,6,1184918,0
elasticsearch,classic_top_rated,best science fiction movies of all time,q0002_e2f4dcd6,7,18491,0
elasticsearch,classic_top_rated,best science fiction movies of all time,q0002_e2f4dcd6,8,299534,0
elasticsearch,classic_top_rated,best science fiction movies of all time,q0002_e2f4dcd6,9,299536,0
elasticsearch,classic_top_rated,best science fiction movies of all time,q0002_e2f4dcd6,10,603,1
elasticsearch,classic_top_rated,classic comedy movies,q0003_68fcb631,1,19404,0
elasticsearch,classic_top_rated,classic comedy movies,q0003_68fcb631,2,496243,0
elasticsearch,classic_top_rated,classic comedy movies,q0003_68fcb631,3,680,0
elasticsearch,classic_top_rated,classic comedy movies,q0003_68fcb631,4,13,0
elasticsearch,classic_top_rated,classic comedy movies,q0003_68fcb631,5,637,0
elasticsearch,classic_top_rated,classic comedy movies,q0003_68fcb631,6,40096,0
elasticsearch,classic_top_rated,classic comedy movies,q0003_68fcb631,7,105,0
elasticsearch,classic_top_rated,classic comedy movies,q0003_68fcb631,8,820067,0
elasticsearch,classic_top_rated,classic comedy movies,q0003_68fcb631,9,914,0
elasticsearch,classic_top_rated,classic comedy movies,q0003_68fcb631,10,1139087,0
elasticsearch,classic_top_rated,classic sci-fi TV shows,q0004_56828059,1,94605,0
elasticsearch,classic_top_rated,classic sci-fi TV shows,q0004_56828059,2,246,0
elasticsearch,classic_top_rated,classic sci-fi TV shows,q0004_56828059,3,209867,0
elasticsearch,classic_top_rated,classic sci-fi TV shows,q0004_56828059,4,31911,0
elasticsearch,classic_top_rated,classic sci-fi TV shows,q0004_56828059,5,60625,0
elasticsearch,classic_top_rated,classic sci-fi TV shows,q0004_56828059,6,1429,0
elasticsearch,classic_top_rated,classic sci-fi TV shows,q0004_56828059,7,94954,0
elasticsearch,classic_top_rated,classic sci-fi TV shows,q0004_56828059,8,92685,0
elasticsearch,classic_top_rated,classic sci-fi TV shows,q0004_56828059,9,46298,0
elasticsearch,classic_top_rated,classic sci-fi TV shows,q0004_56828059,10,85937,0
elasticsearch,classic_top_rated,classic western movies,q0005_a308869a,1,429,1
elasticsearch,classic_top_rated,classic western movies,q0005_a308869a,2,335,1
elasticsearch,classic_top_rated,classic western movies,q0005_a308869a,3,68718,1
elasticsearch,classic_top_rated,classic western movies,q0005_a308869a,4,938,0
elasticsearch,classic_top_rated,classic western movies,q0005_a308869a,5,3090,0
elasticsearch,classic_top_rated,classic western movies,q0005_a308869a,6,6977,0
elasticsearch,classic_top_rated,classic western movies,q0005_a308869a,7,33,1
elasticsearch,classic_top_rated,classic western movies,q0005_a308869a,8,52629,0
elasticsearch,classic_top_rated,classic western movies,q0005_a308869a,9,698508,0
elasticsearch,classic_top_rated,classic western movies,q0005_a308869a,10,581,0
elasticsearch,classic_top_rated,dark cyberpunk sci-fi movies,q0006_bf6b69c4,1,278,0
elasticsearch,classic_top_rated,dark cyberpunk sci-fi movies,q0006_bf6b69c4,2,238,0
elasticsearch,classic_top_rated,dark cyberpunk sci-fi movies,q0006_bf6b69c4,3,240,0
elasticsearch,classic_top_rated,dark cyberpunk sci-fi movies,q0006_bf6b69c4,4,155,0
elasticsearch,classic_top_rated,dark cyberpunk sci-fi movies,q0006_bf6b69c4,5,497,0
elasticsearch,classic_top_rated,dark cyberpunk sci-fi movies,q0006_bf6b69c4,6,496243,0
elasticsearch,classic_top_rated,dark cyberpunk sci-fi movies,q0006_bf6b69c4,7,680,0
elasticsearch,classic_top_rated,dark cyberpunk sci-fi movies,q0006_bf6b69c4,8,157336,0
elasticsearch,classic_top_rated,dark cyberpunk sci-fi movies,q0006_bf6b69c4,9,769,0
elasticsearch,classic_top_rated,dark cyberpunk sci-fi movies,q0006_bf6b69c4,10,550,0
elasticsearch,classic_top_rated,epic fantasy adventure movies,q0007_9cc64d31,1,129,0
elasticsearch,classic_top_rated,epic fantasy adventure movies,q0007_9cc64d31,2,497,0
elasticsearch,classic_top_rated,epic fantasy adventure movies,q0007_9cc64d31,3,122,1
elasticsearch,classic_top_rated,epic fantasy adventure movies,q0007_9cc64d31,4,157336,0
elasticsearch,classic_top_rated,epic fantasy adventure movies,q0007_9cc64d31,5,120,1
elasticsearch,classic_top_rated,epic fantasy adventure movies,q0007_9cc64d31,6,40096,0
elasticsearch,classic_top_rated,epic fantasy adventure movies,q0007_9cc64d31,7,121,1
elasticsearch,classic_top_rated,epic fantasy adventure movies,q0007_9cc64d31,8,324857,0
elasticsearch,classic_top_rated,epic fantasy adventure movies,q0007_9cc64d31,9,4935,0
elasticsearch,classic_top_rated,epic fantasy adventure movies,q0007_9cc64d31,10,1891,0
elasticsearch,classic_top_rated,epic war movies,q0008_ed1fc8ea,1,424,1
elasticsearch,classic_top_rated,epic war movies,q0008_ed1fc8ea,2,122,0
elasticsearch,classic_top_rated,epic war movies,q0008_ed1fc8ea,3,157336,0
elasticsearch,classic_top_rated,epic war movies,q0008_ed1fc8ea,4,12477,0
elasticsearch,classic_top_rated,epic war movies,q0008_ed1fc8ea,5,120,0
elasticsearch,classic_top_rated,epic war movies,q0008_ed1fc8ea,6,121,0
elasticsearch,classic_top_rated,epic war movies,q0008_ed1fc8ea,7,324857,0
elasticsearch,classic_top_rated,epic war movies,q0008_ed1fc8ea,8,4935,0
elasticsearch,classic_top_rated,epic war movies,q0008_ed1fc8ea,9,1891,0
elasticsearch,classic_top_rated,epic war movies,q0008_ed1fc8ea,10,423,0
elasticsearch,classic_top_rated,fantasy TV epics like The Witcher,q0009_6d82492d,1,94605,0
elasticsearch,classic_top_rated,fantasy TV epics like The Witcher,q0009_6d82492d,2,246,0
elasticsearch,classic_top_rated,fantasy TV epics like The Witcher,q0009_6d82492d,3,209867,0
elasticsearch,classic_top_rated,fantasy TV epics like The Witcher,q0009_6d82492d,4,31911,0
elasticsearch,classic_top_rated,fantasy TV epics like The Witcher,q0009_6d82492d,5,60625,0
elasticsearch,classic_top_rated,fantasy TV epics like The Witcher,q0009_6d82492d,6,1429,0
elasticsearch,classic_top_rated,fantasy TV epics like The Witcher,q0009_6d82492d,7,94954,0
elasticsearch,classic_top_rated,fantasy TV epics like The Witcher,q0009_6d82492d,8,92685,0
elasticsearch,classic_top_rated,fantasy TV epics like The Witcher,q0009_6d82492d,9,46298,0
elasticsearch,classic_top_rated,fantasy TV epics like The Witcher,q0009_6d82492d,10,85937,0
elasticsearch,classic_top_rated,feel-good comedy movies under 2 hours,q0010_5c0b9843,1,372058,0
elasticsearch,classic_top_rated,feel-good comedy movies under 2 hours,q0010_5c0b9843,2,12477,0
elasticsearch,classic_top_rated,feel-good comedy movies under 2 hours,q0010_5c0b9843,3,637,0
elasticsearch,classic_top_rated,feel-good comedy movies under 2 hours,q0010_5c0b9843,4,667257,0
elasticsearch,classic_top_rated,feel-good comedy movies under 2 hours,q0010_5c0b9843,5,40096,0
elasticsearch,classic_top_rated,feel-good comedy movies under 2 hours,q0010_5c0b9843,6,324857,0
elasticsearch,classic_top_rated,feel-good comedy movies under 2 hours,q0010_5c0b9843,7,4935,0
elasticsearch,classic_top_rated,feel-good comedy movies under 2 hours,q0010_5c0b9843,8,770156,0
elasticsearch,classic_top_rated,feel-good comedy movies under 2 hours,q0010_5c0b9843,9,620249,0
elasticsearch,classic_top_rated,feel-good comedy movies under 2 hours,q0010_5c0b9843,10,105,0
elasticsearch,classic_top_rated,fun time-travel adventure movies,q0011_b1c8fe07,1,122,0
elasticsearch,classic_top_rated,fun time-travel adventure movies,q0011_b1c8fe07,2,157336,0
elasticsearch,classic_top_rated,fun time-travel adventure movies,q0011_b1c8fe07,3,120,0
elasticsearch,classic_top_rated,fun time-travel adventure movies,q0011_b1c8fe07,4,121,0
elasticsearch,classic_top_rated,fun time-travel adventure movies,q0011_b1c8fe07,5,324857,0
elasticsearch,classic_top_rated,fun time-travel adventure movies,q0011_b1c8fe07,6,4935,0
elasticsearch,classic_top_rated,fun time-travel adventure movies,q0011_b1c8fe07,7,1891,0
elasticsearch,classic_top_rated,fun time-travel adventure movies,q0011_b1c8fe07,8,27205,0
elasticsearch,classic_top_rated,fun time-travel adventure movies,q0011_b1c8fe07,9,128,0
elasticsearch,classic_top_rated,fun time-travel adventure movies,q0011_b1c8fe07,10,105,1
elasticsearch,classic_top_rated,gripping crime TV dramas,q0012_6ccbe365,1,1396,1
elasticsearch,classic_top_rated,gripping crime TV dramas,q0012_6ccbe365,2,219246,0
elasticsearch,classic_top_rated,gripping crime TV dramas,q0012_6ccbe365,3,94605,0
elasticsearch,classic_top_rated,gripping crime TV dramas,q0012_6ccbe365,4,209867,0
elasticsearch,classic_top_rated,gripping crime TV dramas,q0012_6ccbe365,5,85077,0
elasticsearch,classic_top_rated,gripping crime TV dramas,q0012_6ccbe365,6,60059,1
elasticsearch,classic_top_rated,gripping crime TV dramas,q0012_6ccbe365,7,87108,0
elasticsearch,classic_top_rated,gripping crime TV dramas,q0012_6ccbe365,8,94954,0
elasticsearch,classic_top_rated,gripping crime TV dramas,q0012_6ccbe365,9,92685,0
elasticsearch,classic_top_rated,gripping crime TV dramas,q0012_6ccbe365,10,70785,0
elasticsearch,classic_top_rated,gritty street-level superhero TV shows,q0013_8470befc,1,1396,0
elasticsearch,classic_top_rated,gritty street-level superhero TV shows,q0013_8470befc,2,94605,0
elasticsearch,classic_top_rated,gritty street-level superhero TV shows,q0013_8470befc,3,246,0
elasticsearch,classic_top_rated,gritty street-level superhero TV shows,q0013_8470befc,4,209867,0
elasticsearch,classic_top_rated,gritty street-level superhero TV shows,q0013_8470befc,5,37854,0
elasticsearch,classic_top_rated,gritty street-level superhero TV shows,q0013_8470befc,6,85077,0
elasticsearch,classic_top_rated,gritty street-level superhero TV shows,q0013_8470befc,7,31911,0
elasticsearch,classic_top_rated,gritty street-level superhero TV shows,q0013_8470befc,8,60059,0
elasticsearch,classic_top_rated,gritty street-level superhero TV shows,q0013_8470befc,9,60625,0
elasticsearch,classic_top_rated,gritty street-level superhero TV shows,q0013_8470befc,10,1429,0
elasticsearch,classic_top_rated,heist TV shows,q0014_b58c15f6,1,1396,0
elasticsearch,classic_top_rated,heist TV shows,q0014_b58c15f6,2,60059,0
elasticsearch,classic_top_rated,heist TV shows,q0014_b58c15f6,3,1398,0
elasticsearch,classic_top_rated,heist TV shows,q0014_b58c15f6,4,1438,0
elasticsearch,classic_top_rated,heist TV shows,q0014_b58c15f6,5,80564,0
elasticsearch,classic_top_rated,heist TV shows,q0014_b58c15f6,6,60574,0
elasticsearch,classic_top_rated,heist TV shows,q0014_b58c15f6,7,79744,0
elasticsearch,classic_top_rated,heist TV shows,q0014_b58c15f6,8,30981,0
elasticsearch,classic_top_rated,heist TV shows,q0014_b58c15f6,9,19885,0
elasticsearch,classic_top_rated,heist TV shows,q0014_b58c15f6,10,259909,0
elasticsearch,classic_top_rated,intense crime drama movies,q0015_a9dbb1ba,1,278,0
elasticsearch,classic_top_rated,intense crime drama movies,q0015_a9dbb1ba,2,238,1
elasticsearch,classic_top_rated,intense crime drama movies,q0015_a9dbb1ba,3,240,1
elasticsearch,classic_top_rated,intense crime drama movies,q0015_a9dbb1ba,4,424,0
elasticsearch,classic_top_rated,intense crime drama movies,q0015_a9dbb1ba,5,389,0
elasticsearch,classic_top_rated,intense crime drama movies,q0015_a9dbb1ba,6,155,0
elasticsearch,classic_top_rated,intense crime drama movies,q0015_a9dbb1ba,7,19404,0
elasticsearch,classic_top_rated,intense crime drama movies,q0015_a9dbb1ba,8,497,0
elasticsearch,classic_top_rated,intense crime drama movies,q0015_a9dbb1ba,9,496243,0
elasticsearch,classic_top_rated,intense crime drama movies,q0015_a9dbb1ba,10,680,1
elasticsearch,classic_top_rated,light-hearted space opera TV shows,q0016_2b0a2bab,1,94605,0
elasticsearch,classic_top_rated,light-hearted space opera TV shows,q0016_2b0a2bab,2,246,0
elasticsearch,classic_top_rated,light-hearted space opera TV shows,q0016_2b0a2bab,3,209867,0
elasticsearch,classic_top_rated,light-hearted space opera TV shows,q0016_2b0a2bab,4,37854,0
elasticsearch,classic_top_rated,light-hearted space opera TV shows,q0016_2b0a2bab,5,85077,0
elasticsearch,classic_top_rated,light-hearted space opera TV shows,q0016_2b0a2bab,6,31911,0
elasticsearch,classic_top_rated,light-hearted space opera TV shows,q0016_2b0a2bab,7,60625,0
elasticsearch,classic_top_rated,light-hearted space opera TV shows,q0016_2b0a2bab,8,1429,0
elasticsearch,classic_top_rated,light-hearted space opera TV shows,q0016_2b0a2bab,9,94954,0
elasticsearch,classic_top_rated,light-hearted space opera TV shows,q0016_2b0a2bab,10,92685,0
elasticsearch,classic_top_rated,long-form epic fantasy TV series,q0017_1e998183,1,94605,0
elasticsearch,classic_top_rated,long-form epic fantasy TV series,q0017_1e998183,2,246,0
elasticsearch,classic_top_rated,long-form epic fantasy TV series,q0017_1e998183,3,209867,0
elasticsearch,classic_top_rated,long-form epic fantasy TV series,q0017_1e998183,4,37854,0
elasticsearch,classic_top_rated,long-form epic fantasy TV series,q0017_1e998183,5,85077,0
elasticsearch,classic_top_rated,long-form epic fantasy TV series,q0017_1e998183,6,31911,0
elasticsearch,classic_top_rated,long-form epic fantasy TV series,q0017_1e998183,7,60625,0
elasticsearch,classic_top_rated,long-form epic fantasy TV series,q0017_1e998183,8,1429,0
elasticsearch,classic_top_rated,long-form epic fantasy TV series,q0017_1e998183,9,94954,0
elasticsearch,classic_top_rated,long-form epic fantasy TV series,q0017_1e998183,10,92685,0
elasticsearch,classic_top_rated,mind-bending sci-fi movies like Inception,q0018_5507d275,1,157336,1
elasticsearch,classic_top_rated,mind-bending sci-fi movies like Inception,q0018_5507d275,2,324857,0
elasticsearch,classic_top_rated,mind-bending sci-fi movies like Inception,q0018_5507d275,3,1891,0
elasticsearch,classic_top_rated,mind-bending sci-fi movies like Inception,q0018_5507d275,4,27205,1
elasticsearch,classic_top_rated,mind-bending sci-fi movies like Inception,q0018_5507d275,5,105,0
elasticsearch,classic_top_rated,mind-bending sci-fi movies like Inception,q0018_5507d275,6,1184918,0
elasticsearch,classic_top_rated,mind-bending sci-fi movies like Inception,q0018_5507d275,7,18491,0
elasticsearch,classic_top_rated,mind-bending sci-fi movies like Inception,q0018_5507d275,8,299534,0
elasticsearch,classic_top_rated,mind-bending sci-fi movies like Inception,q0018_5507d275,9,299536,0
elasticsearch,classic_top_rated,mind-bending sci-fi movies like Inception,q0018_5507d275,10,603,1
elasticsearch,classic_top_rated,mind-bending mystery movies with twists,q0019_79da7f59,1,539,0
elasticsearch,classic_top_rated,mind-bending mystery movies with twists,q0019_79da7f59,2,807,0
elasticsearch,classic_top_rated,mind-bending mystery movies with twists,q0019_79da7f59,3,567,0
elasticsearch,classic_top_rated,mind-bending mystery movies with twists,q0019_79da7f59,4,670,0
elasticsearch,classic_top_rated,mind-bending mystery movies with twists,q0019_79da7f59,5,37257,0
elasticsearch,classic_top_rated,mind-bending mystery movies with twists,q0019_79da7f59,6,11324,1
elasticsearch,classic_top_rated,mind-bending mystery movies with twists,q0019_79da7f59,7,77,1
elasticsearch,classic_top_rated,mind-bending mystery movies with twists,q0019_79da7f59,8,426,0
elasticsearch,classic_top_rated,mind-bending mystery movies with twists,q0019_79da7f59,9,46738,0
elasticsearch,classic_top_rated,mind-bending mystery movies with twists,q0019_79da7f59,10,411088,0
elasticsearch,classic_top_rated,must-watch horror movies,q0020_f70cdbe7,1,155,0
elasticsearch,classic_top_rated,must-watch horror movies,q0020_f70cdbe7,2,496243,0
elasticsearch,classic_top_rated,must-watch horror movies,q0020_f70cdbe7,3,680,0
elasticsearch,classic_top_rated,must-watch horror movies,q0020_f70cdbe7,4,550,0
elasticsearch,classic_top_rated,must-watch horror movies,q0020_f70cdbe7,5,539,1
elasticsearch,classic_top_rated,must-watch horror movies,q0020_f70cdbe7,6,807,0
elasticsearch,classic_top_rated,must-watch horror movies,q0020_f70cdbe7,7,567,0
elasticsearch,classic_top_rated,must-watch horror movies,q0020_f70cdbe7,8,274,1
elasticsearch,classic_top_rated,must-watch horror movies,q0020_f70cdbe7,9,10494,0
elasticsearch,classic_top_rated,must-watch horror movies,q0020_f70cdbe7,10,1356039,0
elasticsearch,classic_top_rated,neo-noir crime movies,q0021_b0a3283d,1,278,0
elasticsearch,classic_top_rated,neo-noir crime movies,q0021_b0a3283d,2,238,0
elasticsearch,classic_top_rated,neo-noir crime movies,q0021_b0a3283d,3,240,0
elasticsearch,classic_top_rated,neo-noir crime movies,q0021_b0a3283d,4,155,0
elasticsearch,classic_top_rated,neo-noir crime movies,q0021_b0a3283d,5,497,0
elasticsearch,classic_top_rated,neo-noir crime movies,q0021_b0a3283d,6,680,0
elasticsearch,classic_top_rated,neo-noir crime movies,q0021_b0a3283d,7,769,0
elasticsearch,classic_top_rated,neo-noir crime movies,q0021_b0a3283d,8,598,0
elasticsearch,classic_top_rated,neo-noir crime movies,q0021_b0a3283d,9,539,0
elasticsearch,classic_top_rated,neo-noir crime movies,q0021_b0a3283d,10,311,0
elasticsearch,classic_top_rated,post-apocalyptic TV shows,q0022_35af4faf,1,1396,0
elasticsearch,classic_top_rated,post-apocalyptic TV shows,q0022_35af4faf,2,219246,0
elasticsearch,classic_top_rated,post-apocalyptic TV shows,q0022_35af4faf,3,94605,0
elasticsearch,classic_top_rated,post-apocalyptic TV shows,q0022_35af4faf,4,246,0
elasticsearch,classic_top_rated,post-apocalyptic TV shows,q0022_35af4faf,5,209867,0
elasticsearch,classic_top_rated,post-apocalyptic TV shows,q0022_35af4faf,6,37854,0
elasticsearch,classic_top_rated,post-apocalyptic TV shows,q0022_35af4faf,7,85077,0
elasticsearch,classic_top_rated,post-apocalyptic TV shows,q0022_35af4faf,8,31911,0
elasticsearch,classic_top_rated,post-apocalyptic TV shows,q0022_35af4faf,9,60059,0
elasticsearch,classic_top_rated,post-apocalyptic TV shows,q0022_35af4faf,10,87108,0
elasticsearch,classic_top_rated,psychological horror movies that get in your head,q0023_590787d1,1,155,0
elasticsearch,classic_top_rated,psychological horror movies that get in your head,q0023_590787d1,2,496243,0
elasticsearch,classic_top_rated,psychological horror movies that get in your head,q0023_590787d1,3,680,0
elasticsearch,classic_top_rated,psychological horror movies that get in your head,q0023_590787d1,4,550,0
elasticsearch,classic_top_rated,psychological horror movies that get in your head,q0023_590787d1,5,539,0
elasticsearch,classic_top_rated,psychological horror movies that get in your head,q0023_590787d1,6,807,0
elasticsearch,classic_top_rated,psychological horror movies that get in your head,q0023_590787d1,7,567,0
elasticsearch,classic_top_rated,psychological horror movies that get in your head,q0023_590787d1,8,274,0
elasticsearch,classic_top_rated,psychological horror movies that get in your head,q0023_590787d1,9,10494,0
elasticsearch,classic_top_rated,psychological horror movies that get in your head,q0023_590787d1,10,1356039,0
elasticsearch,classic_top_rated,psychological thrillers about money and greed,q0024_26b1fc13,1,155,0
elasticsearch,classic_top_rated,psychological thrillers about money and greed,q0024_26b1fc13,2,496243,1
